titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
Forrest Gump (1994),Forrest Gump (1994),M/12,10/28/1994 (PT),2h 22m,The world will never be the same once you've seen it through the eyes of Forrest Gump.,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","{'Director': 'Robert Zemeckis', 'Novel': 'Winston Groom', 'Screenplay': 'Eric Roth'}","{'Tom Hanks': 'Forrest Gump', 'Robin Wright': 'Jenny Curran', 'Gary Sinise': 'Lieutenant Dan Taylor', 'Mykelti Williamson': ""Benjamin Buford 'Bubba' Blue"", 'Sally Field': 'Mrs. Gump', 'Michael Conner Humphreys': 'Young Forrest Gump', 'Hanna Hall': 'Young Jenny Curran', 'Haley Joel Osment': 'Forrest Junior', 'Rebecca Williams': 'Nurse at Park Bench'}","['vietnam veteran', 'hippie', 'china', 'washington dc, usa', 'single parent', 'mentally disabled', 'based on novel or book', 'waitress', 'usa president', 'optimism', 'parent child relationship', '1970s', 'autism', 'drug addiction', 'alabama', 'vietnam war', 'john f. kennedy', 'black panther party', 'ping pong', 'bus stop', 'friendship', 'stripper', 'bullying', 'moon landing', 'ronald reagan', 'richard nixon', 'cancer', 'singer', 'family relationships', 'death of lover', 'death', 'illness', 'leg brace', 'physical abuse', 'dying mother', 'ill mother', 'death of mother', 'historical event', 'military', 'disability', 'shrimping', 'anti war protest', 'low iq', 'false history', 'assassination attempt', 'vietnam flashback', 'intellectual disability', '1960s', 'mother son relationship', 'monument valley', 'child sexual abuse', 'dying in arms', 'ptsd', 'elvis presley', 'single mom', 'disabled veteran', 'war rally', 'lyndon b. johnson', 'dick cavett', 'single dad', 'ping pong diplomacy', 'college football', 'slow-witted', 'bob hope', 'neil armstrong', 'gerald ford', 'robert f. kennedy']",Released,English,"$55,000,000.00 ","$677,387,716.00 ",
Ghostbusters (1984),Ghostbusters (1984),M/6,12/13/1994 (PT),1h 47m,They ain't afraid of no ghost.,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","{'Director': 'Ivan Reitman', 'Screenplay': 'Harold Ramis'}","{'Bill Murray': 'Dr. Peter Venkman', 'Dan Aykroyd': 'Dr. Raymond Stantz', 'Sigourney Weaver': 'Dana Barrett', 'Harold Ramis': 'Dr. Egon Spengler', 'Rick Moranis': 'Louis Tully', 'Annie Potts': 'Janine Melnitz', 'William Atherton': 'Walter Peck', 'Ernie Hudson': 'Winston Zeddemore', 'David Margulies': 'Mayor'}","['new york city', 'library', 'mythology', 'loser', 'slime', 'nerd', 'supernatural', 'environmental protection agency', 'hybrid', 'possession', 'haunting', 'gatekeeper', 'giant monster', 'paranormal phenomena', 'horror spoof', 'paranormal investigation', 'urban setting', 'super power', 'receptionist', 'world trade center', 'ghost', 'duringcreditsstinger', 'ghostbusters']",Released,English,"$30,000,000.00 ","$296,187,079.00 ",
Pulp Fiction (1994),Pulp Fiction (1994),M/16,11/25/1994 (PT),2h 34m,Just because you are a character doesn't mean you have character.,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","{'Director, Screenplay, Story': 'Quentin Tarantino', 'Story': 'Roger Avary'}","{'John Travolta': 'Vincent Vega', 'Samuel L. Jackson': 'Jules Winnfield', 'Uma Thurman': 'Mia Wallace', 'Bruce Willis': 'Butch Coolidge', 'Ving Rhames': 'Marsellus Wallace', 'Harvey Keitel': 'Winston ""The Wolf"" Wolfe', 'Eric Stoltz': 'Lance', 'Tim Roth': 'Ringo (""Pumpkin"")', 'Amanda Plummer': 'Yolanda (""Honey Bunny"")'}","['drug dealer', 'boxer', 'massage', 'stolen money', 'crime boss', 'dance competition', 'briefcase', 'redemption', 'heirloom', 'los angeles, california', 'theft', 'nonlinear timeline', 'multiple storylines', 'neo-noir']",Released,English,"$8,000,000.00 ","$214,179,088.00 ",
"Terminator, The (1984)",The Terminator (1984),M/16,05/24/1985 (PT),1h 48m,Your future is in its hands.,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","{'Director, Writer': 'James Cameron', 'Writer': 'Gale Anne Hurd'}","{'Arnold Schwarzenegger': 'The Terminator', 'Michael Biehn': 'Kyle Reese', 'Linda Hamilton': 'Sarah Connor', 'Paul Winfield': 'Lieutenant Ed Traxler', 'Lance Henriksen': 'Detective Vukovich', 'Rick Rossovich': 'Matt Buchanan', 'Bess Motta': 'Ginger Ventura', 'Earl Boen': 'Dr. Peter Silberman', 'Dick Miller': 'Pawnshop Clerk'}","['saving the world', 'artificial intelligence', 'rebel', 'cyborg', 'laser gun', 'shotgun', 'killer robot', 'villain', 'time travel', 'dystopia', 'slasher', 'los angeles, california', 'urban setting', 'future war', 'savior', 'tech noir', 'time paradox', 'action hero', 'griffith observatory', 'good versus evil', '2020s', 'terminator']",Released,English,"$6,400,000.00 ","$78,371,200.00 ",
Toy Story (1995),Toy Story (1995),M/6,03/29/1996 (PT),1h 21m,-,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","{'Director': 'John Lasseter', 'Screenplay': 'Joel Cohen'}","{'Tom Hanks': 'Woody (voice)', 'Tim Allen': 'Buzz Lightyear (voice)', 'Don Rickles': 'Mr. Potato Head (voice)', 'Jim Varney': 'Slinky Dog (voice)', 'Wallace Shawn': 'Rex (voice)', 'John Ratzenberger': 'Hamm (voice)', 'Annie Potts': 'Bo Peep (voice)', 'John Morris': 'Andy (voice)', 'Erik von Detten': 'Sid (voice)'}","['martial arts', 'jealousy', 'friendship', 'bullying', 'elementary school', 'friends', 'rivalry', 'rescue', 'mission', 'buddy', 'walkie talkie', 'toy car', 'boy next door', 'new toy', 'neighborhood', 'toy comes to life', 'resourcefulness']",Released,English,"$30,000,000.00 ","$373,554,033.00 ",
Alien (1979),Alien (1979),M/16,10/21/1979 (PT),1h 57m,In space no one can hear you scream.,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","{'Screenplay, Story': ""Dan O'Bannon"", 'Director': 'Ridley Scott', 'Story': 'Ronald Shusett'}","{'Sigourney Weaver': 'Lt. Ellen Louise Ripley', 'Tom Skerritt': 'Arthur Koblenz Dallas', 'Veronica Cartwright': 'Joan Marie Lambert', 'Harry Dean Stanton': 'Samuel Elias Brett', 'John Hurt': 'Gilbert Ward Kane', 'Ian Holm': 'Ash', 'Yaphet Kotto': 'Dennis Monroe Parker', 'Bolaji Badejo': 'Alien', 'Helen Horton': 'Mother (voice)'}","['android', 'spacecraft', 'countdown', 'space marine', 'space suit', 'beheading', 'space travel', 'dystopia', 'biology', 'cowardice', 'space', 'alien', 'female protagonist', 'cult film', 'parasite', 'space opera', 'cosmos', 'xenomorph']",Released,English,"$11,000,000.00 ","$104,931,801.00 ",
Total Recall (1990),Total Recall (1990),M/16,07/27/1990 (PT),1h 53m,"They stole his mind, now he wants it back.","Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.","{'Author': 'Philip K. Dick', 'Director': 'Paul Verhoeven', 'Screenplay': 'Gary Goldman'}","{'Arnold Schwarzenegger': 'Douglas Quaid / Hauser', 'Rachel Ticotin': 'Melina', 'Sharon Stone': 'Lori', 'Ronny Cox': 'Vilos Cohaagen', 'Michael Ironside': 'Richter', 'Marshall Bell': 'George / Kuato', 'Mel Johnson Jr.': 'Benny', 'Michael Champion': 'Helm', 'Roy Brocksmith': 'Dr. Edgemar'}","['oxygen', 'falsely accused', 'based on novel or book', 'resistance', 'planet mars', 'double life', 'telepathy', 'mutant', 'hologram', 'space colony', 'utopia', 'space travel', 'fake identity', 'secret agent', 'dystopia', 'futuristic', 'villainess', 'cyberpunk', 'fictional war', 'false memory', 'robot cop', 'implanted memory', 'action hero', 'virtual world', '2080s']",Released,English,"$65,000,000.00 ","$261,317,921.00 ",
"Fugitive, The (1993)",The Fugitive (1993),M/12,09/17/1993 (PT),2h 11m,A murdered wife. A one-armed man. An obsessed detective. The chase begins.,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.","{'Screenplay, Story': 'David Twohy', 'Characters': 'Roy Huggins', 'Director': 'Andrew Davis', 'Screenplay': 'Jeb Stuart'}","{'Harrison Ford': 'Richard Kimble', 'Tommy Lee Jones': 'Samuel Gerard', 'Joe Pantoliano': 'Cosmo Renfro', 'Jeroen Krabbé': 'Charles Nichols', 'Daniel Roebuck': 'Biggs', 'L. Scott Caldwell': 'Poole', 'Tom Wood': 'Newman', 'Ron Dean': 'Detective Kelly', 'Joseph F. Kosala': 'Detective Rosetti'}","['chicago, illinois', 'surgeon', 'death sentence', 'doomed man', 'chase', 'remake', 'flashback', 'betrayal', 'conspiracy', 'on the run', 'escape', 'fugitive', 'u.s. marshal', 'police corruption', 'doctor', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'action hero', 'manhunt']",Released,English,"$44,000,000.00 ","$368,875,760.00 ",
Gladiator (2000),Gladiator (2000),M/12,05/19/2000 (PT),2h 35m,A Hero Will Rise.,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.","{'Screenplay, Story': 'David Franzoni', 'Director': 'Ridley Scott', 'Screenplay': 'William Nicholson'}","{'Russell Crowe': 'Maximus Meridius', 'Joaquin Phoenix': 'Emperor Commodus', 'Connie Nielsen': 'Lucilla', 'Oliver Reed': 'Proximo', 'Richard Harris': 'Marcus Aurelius', 'Derek Jacobi': 'Gracchus', 'Djimon Hounsou': 'Juba', 'David Schofield': 'Falco', 'John Shrapnel': 'Gaius'}","['rome, italy', 'parent child relationship', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'ancient rome', 'epic', 'revenge', 'battlefield', 'slave auction', 'historical fiction', 'ancient world', 'combat', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'commodus', 'maximus']",Released,English,"$103,000,000.00 ","$465,361,176.00 ",
Aliens (1986),Aliens (1986),R,07/18/1986 (US),2h 17m,This time it's war.,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.","{'Director, Screenplay, Story': 'James Cameron', 'Characters': 'Ronald Shusett', 'Story': 'Walter Hill'}","{'Sigourney Weaver': 'Lt. Ellen Louise Ripley', 'Michael Biehn': 'Cpl. Dwayne Hicks', 'Lance Henriksen': 'Lance Bishop', 'Bill Paxton': 'Pvt. William L. Hudson', 'Jenette Goldstein': 'Pvt. Jenette Vasquez', 'Carrie Henn': 'Rebecca ""Newt"" Jorden', 'Paul Reiser': 'Carter J. Burke', 'Mark Rolston': 'Pvt. Mark Drake', 'William Hope': 'Lt. Scott Gorman'}","['android', 'extraterrestrial technology', 'space marine', 'spaceman', 'cryogenics', 'vacuum', 'space colony', 'warrior woman', 'settler', 'space travel', 'colony', 'horror', 'space', 'alien', 'creature', 'desolate', 'xenomorph', 'desolate planet']",Released,English,"$18,500,000.00 ","$183,316,455.00 ",
Blade Runner (1982),Blade Runner (1982),M/12,02/25/1983 (PT),1h 58m,Man has made his match... now it's his problem.,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","{'Director': 'Ridley Scott', 'Novel': 'Philip K. Dick', 'Screenplay': 'David Webb Peoples'}","{'Harrison Ford': 'Rick Deckard', 'Rutger Hauer': 'Roy Batty', 'Sean Young': 'Rachael', 'Edward James Olmos': 'Gaff', 'M. Emmet Walsh': 'Bryant', 'Daryl Hannah': 'Pris', 'William Sanderson': 'J.F. Sebastian', 'Brion James': 'Leon Kowalski', 'Joe Turkel': 'Dr. Eldon Tyrell'}","['artificial intelligence', 'flying car', 'bounty hunter', 'android', 'based on novel or book', 'dystopia', 'genetics', 'futuristic', 'fugitive', 'cyberpunk', 'los angeles, california', 'cult film', 'tech noir', 'neo-noir', 'blade runner', '2010s']",Released,English,"$28,000,000.00 ","$41,722,424.00 ",
Who Framed Roger Rabbit? (1988),Who Framed Roger Rabbit (1988),M/6,11/24/1988 (PT),1h 44m,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.","{'Director': 'Robert Zemeckis', 'Novel': 'Gary K. Wolf', 'Screenplay': 'Jeffrey Price'}","{'Bob Hoskins': 'Eddie Valiant', 'Charles Fleischer': 'Roger Rabbit/Benny The Cab/Greasy/Psycho (voice)', 'Christopher Lloyd': 'Judge Doom', 'Joanna Cassidy': 'Dolores', 'Kathleen Turner': 'Jessica Rabbit (voice)', 'Stubby Kaye': 'Marvin Acme', 'Alan Tilvern': 'R.K. Maroon', 'Richard LeParmentier': 'Lt. Santino', 'Lou Hirsch': 'Baby Herman (voice)'}","['falsely accused', 'based on novel or book', 'movie business', 'suspicion of murder', 'mental breakdown', 'innocence', 'cartoon', 'whodunit', 'los angeles, california', 'rabbit', 'love sickness', 'private detective', 'movie star', 'cartoon rabbit', 'neo-noir', '1940s', 'live action and animation']",Released,English,"$70,000,000.00 ","$329,803,958.00 ",
Stand by Me (1986),Stand by Me (1986),M/12,05/29/1987 (PT),1h 29m,"For some, it's the last real taste of innocence, and the first real taste of life.","Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.","{'Director': 'Rob Reiner', 'Novel': 'Stephen King', 'Screenplay': 'Bruce A. Evans'}","{'Wil Wheaton': 'Gordie Lachance', 'River Phoenix': 'Chris Chambers', ""Jerry O'Connell"": 'Vern Tessio', 'Corey Feldman': 'Teddy Duchamp', 'Kiefer Sutherland': 'Ace Merrill', 'Casey Siemaszko': 'Billy Tessio', 'Gary Riley': 'Charlie Hogan', 'Bradley Gregg': 'Eyeball Chambers', 'Jason Oliver': 'Vince Desjardins'}","['based on novel or book', 'oregon, usa', 'leech', 'friendship', 'coming of age', 'railroad track', 'story within the story', 'flipping coin', 'campfire story', 'pie eating', 'told in flashback', 'child', '1950s', 'boys', 'coin toss']",Released,English,"$8,000,000.00 ","$52,287,414.00 ",
"Usual Suspects, The (1995)",The Usual Suspects (1995),M/16,10/20/1995 (PT),1h 46m,Five Criminals. One Line Up. No Coincidence.,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","{'Director': 'Bryan Singer', 'Writer': 'Christopher McQuarrie'}","{'Gabriel Byrne': 'Dean Keaton', 'Stephen Baldwin': 'Michael McManus', 'Kevin Spacey': 'Roger ‘Verbal’ Kint', 'Chazz Palminteri': 'US Customs Agent Dave Kujan', 'Kevin Pollak': 'Todd Hockney', 'Pete Postlethwaite': 'Kobayashi', 'Suzy Amis': 'Edie Finneran', 'Giancarlo Esposito': 'FBI Agent Jack Baer', 'Benicio del Toro': 'Fred Fenster'}","['new york city', 'relatives', 'flashback', 'heist', 'police corruption', 'whodunit', 'theft', 'criminal', 'criminal mastermind', 'cargo ship', 'mind game', 'neo-noir', 'mystery villain', 'crime']",Released,English,"$6,000,000.00 ","$23,341,568.00 ",
